COMPANYID,RELATIONNO,CASENO,PROJECTNO,PREVACTIVITYCODE,NEXTACTIVITYCODE,RELATIONTYPE,LAG,LOCATIONCODE,LOCATIONTYPE
D,1114170913,2020-36-04,5466,S101A000,C101CC00,SS,-7,101,B
D,1114170914,2020-36-04,5466,C101CC00,C101CP00,SS,-1,101,B
D,1114170915,2020-36-04,5466,S102A000,C102CC00,SS,-7,102,B
D,1114170916,2020-36-04,5466,C102CC00,C102CP00,SS,-1,102,B
D,1114170917,2020-36-04,5466,S104A000,C104CC00,SS,-7,104,B
D,1114170918,2020-36-04,5466,C104CC00,C104CP00,SS,-1,104,B
D,1114170919,2020-36-04,5466,S105A000,C105CC00,SS,-7,105,B
D,1114170920,2020-36-04,5466,C105CC00,C105CP00,SS,-1,105,B
D,1114170921,2020-36-04,5466,S106A000,C106CC00,SS,-7,106,B
D,1114170922,2020-36-04,5466,C106CC00,C106CP00,SS,-1,106,B
D,1114170923,2020-36-04,5466,S107A000,C107CC00,SS,-7,107,B
D,1114170924,2020-36-04,5466,C107CC00,C107CP00,SS,-1,107,B
D,1114170925,2020-36-04,5466,S108A000,C108CC00,SS,-7,108,B
D,1114170926,2020-36-04,5466,C108CC00,C108CP00,SS,-1,108,B
D,1114170927,2020-36-04,5466,S109A000,C109CC00,SS,-7,109,B
D,1114170928,2020-36-04,5466,C109CC00,C109CP00,SS,-1,109,B
D,1114170929,2020-36-04,5466,S110A000,C110CC00,SS,-7,110,B
D,1114170930,2020-36-04,5466,C110CC00,C110CP00,SS,-1,110,B
D,1114170931,2020-36-04,5466,S111A000,C111CC00,SS,-7,111,B
D,1114170932,2020-36-04,5466,C111CC00,C111CP00,SS,-1,111,B
D,1114170933,2020-36-04,5466,S113A000,C113CC00,SS,-7,113,B
D,1114170934,2020-36-04,5466,C113CC00,C113CP00,SS,-1,113,B
D,1114170935,2020-36-04,5466,S121A000,C121CC00,SS,-7,121,B
D,1114170936,2020-36-04,5466,C121CC00,C121CP00,SS,-1,121,B
D,1114170937,2020-36-04,5466,S122A000,C122CC00,SS,-8,122,B
D,1114170938,2020-36-04,5466,C122CC00,C122CP00,SS,-1,122,B
D,1114170939,2020-36-04,5466,S123A000,C123CC00,SS,-7,123,B
D,1114170940,2020-36-04,5466,C123CC00,C123CP00,SS,-1,123,B
D,1114170941,2020-36-04,5466,S124A000,C124CC00,SS,-7,124,B
D,1114170942,2020-36-04,5466,C124CC00,C124CP00,SS,-1,124,B
D,1114170943,2020-36-04,5466,S125A000,C125CC00,SS,-7,125,B
D,1114170944,2020-36-04,5466,C125CC00,C125CP00,SS,-1,125,B
D,1114170945,2020-36-04,5466,S131A000,C131CC00,SS,-7,131,B
D,1114170946,2020-36-04,5466,C131CC00,C131CP00,SS,-1,131,B
D,1114170947,2020-36-04,5466,S132A000,C132CC00,SS,-7,132,B
D,1114170948,2020-36-04,5466,C132CC00,C132CP00,SS,-1,132,B
D,1114170949,2020-36-04,5466,S133A000,C133CC00,SS,-9,133,B
D,1114170950,2020-36-04,5466,C133CC00,C133CP00,SS,-1,133,B
D,1114170951,2020-36-04,5466,S134A000,C134CC00,SS,-8,134,B
D,1114170952,2020-36-04,5466,C134CC00,C134CP00,SS,-1,134,B
D,1114170953,2020-36-04,5466,S135A000,C135CC00,SS,-7,135,B
D,1114170954,2020-36-04,5466,C135CC00,C135CP00,SS,-1,135,B
D,1114170955,2020-36-04,5466,S142A000,C142CC00,SS,-12,142,B
D,1114170956,2020-36-04,5466,C142CC00,C142CP00,SS,-1,142,B
D,1114170957,2020-36-04,5466,S143A000,C143CC00,SS,-7,143,B
D,1114170958,2020-36-04,5466,C143CC00,C143CP00,SS,-1,143,B
D,1114170959,2020-36-04,5466,S144A000,C144CC00,SS,-7,144,B
D,1114170960,2020-36-04,5466,C144CC00,C144CP00,SS,-1,144,B
D,1114170961,2020-36-04,5466,S145A000,C145CC00,SS,-7,145,B
D,1114170962,2020-36-04,5466,C145CC00,C145CP00,SS,-1,145,B
D,1114170963,2020-36-04,5466,S152A000,C152CC00,SS,-7,152,B
D,1114170964,2020-36-04,5466,C152CC00,C152CP00,SS,-1,152,B
D,1114170965,2020-36-04,5466,S153A000,C153CC00,SS,-15,153,B
D,1114170966,2020-36-04,5466,C153CC00,C153CP00,SS,-1,153,B
D,1114170967,2020-36-04,5466,S154A000,C154CC00,SS,-10,154,B
D,1114170968,2020-36-04,5466,C154CC00,C154CP00,SS,-1,154,B
D,1114170969,2020-36-04,5466,S155A000,C155CC00,SS,-8,155,B
D,1114170970,2020-36-04,5466,C155CC00,C155CP00,SS,-1,155,B
D,1114170971,2020-36-04,5466,S161A000,C161CC00,SS,-7,161,B
D,1114170972,2020-36-04,5466,C161CC00,C161CP00,SS,-1,161,B
D,1114170973,2020-36-04,5466,S171A000,C171CC00,SS,-11,171,B
D,1114172117,2020-36-04,5466,W171GB00,U171GB00,SS,-7,171,B
D,1114170975,2020-36-04,5466,S182A000,C182CC00,SS,-18,182,B
D,1114170976,2020-36-04,5466,C182CC00,C182CP00,SS,-1,182,B
D,1114170977,2020-36-04,5466,S183A000,C183CC00,SS,-7,183,B
D,1114170978,2020-36-04,5466,C183CC00,C183CP00,SS,-1,183,B
D,1114170979,2020-36-04,5466,S192A000,C192CC00,SS,-7,192,B
D,1114170980,2020-36-04,5466,C192CC00,C192CP00,SS,-1,192,B
D,1114170981,2020-36-04,5466,S193A000,C193CC00,SS,-7,193,B
D,1114170982,2020-36-04,5466,C193CC00,C193CP00,SS,-1,193,B
D,1114170983,2020-36-04,5466,S203A000,C203CC00,SS,-7,203,B
D,1114170984,2020-36-04,5466,C203CC00,C203CP00,SS,-1,203,B
D,1114170985,2020-36-04,5466,S204A000,C204CC00,SS,-7,204,B
D,1114170986,2020-36-04,5466,C204CC00,C204CP00,SS,-1,204,B
D,1114170987,2020-36-04,5466,S205A000,C205CC00,SS,-7,205,B
D,1114170988,2020-36-04,5466,C205CC00,C205CP00,SS,-1,205,B
D,1114170989,2020-36-04,5466,S206A000,C206CC00,SS,-7,206,B
D,1114170990,2020-36-04,5466,C206CC00,C206CP00,SS,-1,206,B
D,1114170991,2020-36-04,5466,S207A000,C207CC00,SS,-7,207,B
D,1114170992,2020-36-04,5466,C207CC00,C207CP00,SS,-1,207,B
D,1114170993,2020-36-04,5466,S208A000,C208CC00,SS,-7,208,B
D,1114170994,2020-36-04,5466,C208CC00,C208CP00,SS,-1,208,B
D,1114170995,2020-36-04,5466,S209A000,C209CC00,SS,-7,209,B
D,1114170996,2020-36-04,5466,C209CC00,C209CP00,SS,-1,209,B
D,1114170997,2020-36-04,5466,S211A000,C211CC00,SS,-7,211,B
D,1114170998,2020-36-04,5466,C211CC00,C211CP00,SS,-1,211,B
D,1114170999,2020-36-04,5466,S212A000,C212CC00,SS,-7,212,B
D,1114171000,2020-36-04,5466,C212CC00,C212CP00,SS,-1,212,B
D,1114171001,2020-36-04,5466,S221A000,C221CC00,SS,-7,221,B
D,1114171002,2020-36-04,5466,C221CC00,C221CP00,SS,-1,221,B
D,1114171003,2020-36-04,5466,S222A000,C222CC00,SS,-7,222,B
D,1114171004,2020-36-04,5466,C222CC00,C222CP00,SS,-1,222,B
D,1114171005,2020-36-04,5466,S223A000,C223CC00,SS,-7,223,B
D,1114171006,2020-36-04,5466,C223CC00,C223CP00,SS,-1,223,B
D,1114171007,2020-36-04,5466,S224A000,C224CC00,SS,-7,224,B
D,1114171008,2020-36-04,5466,C224CC00,C224CP00,SS,-1,224,B
D,1114171009,2020-36-04,5466,S225A000,C225CC00,SS,-7,225,B
D,1114171010,2020-36-04,5466,C225CC00,C225CP00,SS,-1,225,B
D,1114171011,2020-36-04,5466,S226A000,C226CC00,SS,-7,226,B
D,1114171012,2020-36-04,5466,C226CC00,C226CP00,SS,-1,226,B
D,1114171013,2020-36-04,5466,S227A000,C227CC00,SS,-7,227,B
D,1114171014,2020-36-04,5466,C227CC00,C227CP00,SS,-1,227,B
D,1114171015,2020-36-04,5466,S228A000,C228CC00,SS,-7,228,B
D,1114171016,2020-36-04,5466,C228CC00,C228CP00,SS,-1,228,B
D,1114171017,2020-36-04,5466,S229A000,C229CC00,SS,-7,229,B
D,1114171018,2020-36-04,5466,C229CC00,C229CP00,SS,-1,229,B
D,1114171019,2020-36-04,5466,S231A000,C231CC00,SS,-7,231,B
D,1114171020,2020-36-04,5466,C231CC00,C231CP00,SS,-1,231,B
D,1114171021,2020-36-04,5466,S232A000,C232CC00,SS,-7,232,B
D,1114171022,2020-36-04,5466,C232CC00,C232CP00,SS,-1,232,B
D,1114171023,2020-36-04,5466,S233A000,C233CC00,SS,-7,233,B
D,1114171024,2020-36-04,5466,C233CC00,C233CP00,SS,-1,233,B
D,1114171025,2020-36-04,5466,S234A000,C234CC00,SS,-9,234,B
D,1114171026,2020-36-04,5466,C234CC00,C234CP00,SS,-1,234,B
D,1114171027,2020-36-04,5466,S235A000,C235CC00,SS,-7,235,B
D,1114171028,2020-36-04,5466,C235CC00,C235CP00,SS,-1,235,B
D,1114171029,2020-36-04,5466,S236A000,C236CC00,SS,-7,236,B
D,1114171030,2020-36-04,5466,C236CC00,C236CP00,SS,-1,236,B
D,1114171031,2020-36-04,5466,S237A000,C237CC00,SS,-7,237,B
D,1114171032,2020-36-04,5466,C237CC00,C237CP00,SS,-1,237,B
D,1114171033,2020-36-04,5466,S238A000,C238CC00,SS,-7,238,B
D,1114171034,2020-36-04,5466,C238CC00,C238CP00,SS,-1,238,B
D,1114171035,2020-36-04,5466,S239A000,C239CC00,SS,-7,239,B
D,1114171036,2020-36-04,5466,C239CC00,C239CP00,SS,-1,239,B
D,1114171037,2020-36-04,5466,S241A000,C241CC00,SS,-7,241,B
D,1114171038,2020-36-04,5466,C241CC00,C241CP00,SS,-1,241,B
D,1114171039,2020-36-04,5466,S242A000,C242CC00,SS,-8,242,B
D,1114171040,2020-36-04,5466,C242CC00,C242CP00,SS,-1,242,B
D,1114171041,2020-36-04,5466,S243A000,C243CC00,SS,-7,243,B
D,1114171042,2020-36-04,5466,C243CC00,C243CP00,SS,-1,243,B
D,1114171043,2020-36-04,5466,S244A000,C244CC00,SS,-7,244,B
D,1114171044,2020-36-04,5466,C244CC00,C244CP00,SS,-1,244,B
D,1114171045,2020-36-04,5466,S251A000,C251CC00,SS,-7,251,B
D,1114171046,2020-36-04,5466,C251CC00,C251CP00,SS,-1,251,B
D,1114171047,2020-36-04,5466,S252A000,C252CC00,SS,-7,252,B
D,1114171048,2020-36-04,5466,C252CC00,C252CP00,SS,-1,252,B
D,1114171049,2020-36-04,5466,S253A000,C253CC00,SS,-7,253,B
D,1114171050,2020-36-04,5466,C253CC00,C253CP00,SS,-1,253,B
D,1114171051,2020-36-04,5466,S254A000,C254CC00,SS,-7,254,B
D,1114171052,2020-36-04,5466,C254CC00,C254CP00,SS,-1,254,B
D,1114171053,2020-36-04,5466,S261A000,C261CC00,SS,-7,261,B
D,1114171054,2020-36-04,5466,C261CC00,C261CP00,SS,-1,261,B
D,1114171055,2020-36-04,5466,S262A000,C262CC00,SS,-7,262,B
D,1114171056,2020-36-04,5466,C262CC00,C262CP00,SS,-1,262,B
D,1114171057,2020-36-04,5466,S263A000,C263CC00,SS,-8,263,B
D,1114171058,2020-36-04,5466,C263CC00,C263CP00,SS,-1,263,B
D,1114171059,2020-36-04,5466,S271A000,C271CC00,SS,-9,271,B
D,1114171060,2020-36-04,5466,C271CC00,C271CP00,SS,-1,271,B
D,1114171061,2020-36-04,5466,S272A000,C272CC00,SS,-7,272,B
D,1114171062,2020-36-04,5466,C272CC00,C272CP00,SS,-1,272,B
D,1114171063,2020-36-04,5466,S273A000,C273CC00,SS,-7,273,B
D,1114171064,2020-36-04,5466,C273CC00,C273CP00,SS,-1,273,B
D,1114171065,2020-36-04,5466,S283A000,C283CC00,SS,-7,283,B
D,1114171066,2020-36-04,5466,C283CC00,C283CP00,SS,-1,283,B
D,1114171067,2020-36-04,5466,S284A000,C284CC00,SS,-7,284,B
D,1114171068,2020-36-04,5466,C284CC00,C284CP00,SS,-1,284,B
D,1114171069,2020-36-04,5466,S293A000,C293CC00,SS,-7,293,B
D,1114171070,2020-36-04,5466,C293CC00,C293CP00,SS,-1,293,B
D,1114171071,2020-36-04,5466,S294A000,C294CC00,SS,-7,294,B
D,1114171072,2020-36-04,5466,C294CC00,C294CP00,SS,-1,294,B
D,1114171073,2020-36-04,5466,S421A000,C421CC00,SS,-7,421,B
D,1114171074,2020-36-04,5466,C421CC00,C421CP00,SS,-1,421,B
D,1114171075,2020-36-04,5466,S423A000,C423CC00,SS,-7,423,B
D,1114171076,2020-36-04,5466,C423CC00,C423CP00,SS,-1,423,B
D,1114171077,2020-36-04,5466,S424A000,C424CC00,SS,-7,424,B
D,1114171078,2020-36-04,5466,C424CC00,C424CP00,SS,-1,424,B
D,1114171079,2020-36-04,5466,S426A000,C426CC00,SS,-7,426,B
D,1114171080,2020-36-04,5466,C426CC00,C426CP00,SS,-1,426,B
D,1114171081,2020-36-04,5466,S427A000,C427CC00,SS,-7,427,B
D,1114171082,2020-36-04,5466,C427CC00,C427CP00,SS,-1,427,B
D,1114171083,2020-36-04,5466,S428A000,C428CC00,SS,-7,428,B
D,1114171084,2020-36-04,5466,C428CC00,C428CP00,SS,-1,428,B
D,1114171085,2020-36-04,5466,S431A000,C431CC00,SS,-8,431,B
D,1114171086,2020-36-04,5466,C431CC00,C431CP00,SS,-1,431,B
D,1114171087,2020-36-04,5466,S433A000,C433CC00,SS,-7,433,B
D,1114171088,2020-36-04,5466,C433CC00,C433CP00,SS,-1,433,B
D,1114171089,2020-36-04,5466,S434A000,C434CC00,SS,-7,434,B
D,1114171090,2020-36-04,5466,C434CC00,C434CP00,SS,-1,434,B
D,1114171091,2020-36-04,5466,S436A000,C436CC00,SS,-7,436,B
D,1114171092,2020-36-04,5466,C436CC00,C436CP00,SS,-1,436,B
D,1114171093,2020-36-04,5466,S437A000,C437CC00,SS,-7,437,B
